protocol,context,MAE,MAPE
honest_672h,2048,481.8075706845238,3.0916217021655377
teacher_forced_1step,2048,94.03108142671131,0.6107908526357032
ablation_honest_672h,512,812.4133780343192,5.143528443102986
ablation_honest_672h,1024,518.0002964564732,3.2766137158188777
ablation_honest_672h,2048,481.8075706845238,3.0916217021655377
ablation_honest_672h,4096,487.78177315848217,3.143863384358297
ablation_honest_672h,8192,524.7292930966332,3.3714201975729066
ablation_honest_672h,16384,535.7843773251489,3.4511159059838628
